,Image,Accuracy,F1,Jaccard,Recall,Precision
241,100075_1-058,0.9973030090332031,0.9735572427721884,0.9484768984113103,0.953270343514246,0.9947263833690003
242,100075_1-061,0.9952011108398438,0.9566744730679158,0.9169472502805837,0.9589863978457502,0.9543736686593829
243,100075_1-063,0.9935493469238281,0.944551923139981,0.8949297874984466,0.9397142297905656,0.949439683586025
244,100075_1-065,0.9901618957519531,0.9254430343152844,0.8612321764864138,0.8612321764864138,1.0
245,100075_1-066,0.9932441711425781,0.9478212191744498,0.9008176523297491,0.9139723847945906,0.9842736507159466
246,100075_1-070,0.9949111938476562,0.9619986326344575,0.9267797354410231,0.9836877366734634,0.9412453314008584
247,100075_1-071,0.9963417053222656,0.9749758630587375,0.9511735655007383,0.9550636470528091,0.9957360622534911
248,100075_1-075,0.9966354370117188,0.979909799097991,0.9606109324758842,0.974582030719043,0.9852961385186203
249,100075_1-079,0.9942741394042969,0.967698896038219,0.9374192203460496,0.9956161714564052,0.9413045298501214
250,100075_1-094,0.9891014099121094,0.9480932395850367,0.90130919893606,0.9540385388862481,0.9422215802397804
251,100075_1-096,0.9891777038574219,0.9449671199394774,0.8956755166580863,0.9487399213181164,0.9412242058891722
252,100075_1-099,0.9869155883789062,0.928413407354844,0.8663913991897787,0.9444184960298926,0.9129417559413865
253,100075_1-102,0.9902458190917969,0.9429253811298856,0.8920140208623675,0.9055519828510182,0.9835164835164835
254,100075_1-112,0.9854164123535156,0.0,0.0,1.0,0.0
255,100075_1-115,0.9814987182617188,0.0,0.0,1.0,0.0
256,100075_1-118,0.997222900390625,0.0,0.0,1.0,0.0
257,100075_1-122,0.9999656677246094,0.0,0.0,1.0,0.0
258,100075_1-131,1.0,1.0,1.0,1.0,1.0
259,100075_1-139,1.0,1.0,1.0,1.0,1.0
260,100075_1-141,1.0,1.0,1.0,1.0,1.0
261,100075_1-143,1.0,1.0,1.0,1.0,1.0
262,100075_1-144,1.0,1.0,1.0,1.0,1.0
263,100079_1-04,1.0,1.0,1.0,1.0,1.0
264,100079_1-07,1.0,1.0,1.0,1.0,1.0
265,100079_1-08,1.0,1.0,1.0,1.0,1.0
266,100079_1-12,1.0,1.0,1.0,1.0,1.0
267,100079_1-17,1.0,1.0,1.0,1.0,1.0
268,100079_1-18,0.9958992004394531,0.0,0.0,1.0,0.0
269,100079_1-22,0.9852218627929688,0.8647724099413571,0.7617612692946313,0.7617612692946313,1.0
270,100079_1-23,0.9932403564453125,0.9368586088939566,0.8812173213567502,0.8826965688578526,0.998101890517045
271,100079_1-36,0.9885406494140625,0.9288994082840236,0.8672382551818624,0.882686338896136,0.9802187921474599
272,100079_1-40,1.0,1.0,1.0,1.0,1.0
273,100079_1-49,1.0,1.0,1.0,1.0,1.0
274,100079_1-52,1.0,1.0,1.0,1.0,1.0
275,100079_1-53,1.0,1.0,1.0,1.0,1.0
276,100079_1-55,1.0,1.0,1.0,1.0,1.0
277,100079_1-57,1.0,1.0,1.0,1.0,1.0
278,100079_1-59,1.0,1.0,1.0,1.0,1.0
279,100080_1-008,1.0,1.0,1.0,1.0,1.0
280,100080_1-015,1.0,1.0,1.0,1.0,1.0
281,100080_1-017,1.0,1.0,1.0,1.0,1.0
282,100080_1-019,1.0,1.0,1.0,1.0,1.0
283,100080_1-021,1.0,1.0,1.0,1.0,1.0
284,100080_1-023,1.0,1.0,1.0,1.0,1.0
285,100080_1-027,1.0,1.0,1.0,1.0,1.0
286,100080_1-031,1.0,1.0,1.0,1.0,1.0
287,100080_1-032,1.0,1.0,1.0,1.0,1.0
288,100080_1-035,1.0,1.0,1.0,1.0,1.0
289,100080_1-038,1.0,1.0,1.0,1.0,1.0
290,100080_1-039,1.0,1.0,1.0,1.0,1.0
291,100080_1-044,1.0,1.0,1.0,1.0,1.0
292,100080_1-046,1.0,1.0,1.0,1.0,1.0
293,100080_1-052,1.0,1.0,1.0,1.0,1.0
294,100080_1-057,0.9974441528320312,0.0,0.0,1.0,0.0
295,100080_1-067,0.9939956665039062,0.9228431372549019,0.8567397833803586,0.9936662092262218,0.8614441292211952
296,100080_1-074,0.9948692321777344,0.9495214862075436,0.9038942479456948,0.957825395623533,0.9413603214764101
297,100080_1-075,0.9936676025390625,0.9402705814622914,0.8872742088822491,0.9426448308202872,0.9379082621491638
298,100080_1-080,0.99273681640625,0.9407259821928896,0.8880855816140598,0.9994707944698022,0.888503381358424
299,100080_1-097,0.996826171875,0.9799624295554163,0.9607120933087784,0.9715390860035338,0.9885331130654487
300,100080_1-101,0.9950904846191406,0.9684890923781309,0.9389033942558747,0.9519179862347789,0.9856473636997907
301,100080_1-102,0.9950065612792969,0.9670268772513162,0.9361587982832618,0.9727360259463842,0.9613843534007813
302,100080_1-104,0.9940185546875,0.9592727272727273,0.9217330538085255,0.9980003242717397,0.9234385157773666
303,100080_1-108,0.9963417053222656,0.9741418826003723,0.9495873416390685,0.9653182279698606,0.9831283335147492
304,100080_1-112,0.9871749877929688,0.9099432122575807,0.8347667960878754,0.8639808738999949,0.9610705596107056
305,100080_1-128,1.0,1.0,1.0,1.0,1.0
306,100080_1-129,1.0,1.0,1.0,1.0,1.0
307,100080_1-139,1.0,1.0,1.0,1.0,1.0
308,100082_1-009,1.0,1.0,1.0,1.0,1.0
309,100082_1-014,1.0,1.0,1.0,1.0,1.0
310,100082_1-016,1.0,1.0,1.0,1.0,1.0
311,100082_1-019,1.0,1.0,1.0,1.0,1.0
312,100082_1-023,1.0,1.0,1.0,1.0,1.0
313,100082_1-024,1.0,1.0,1.0,1.0,1.0
314,100082_1-034,1.0,1.0,1.0,1.0,1.0
315,100082_1-035,1.0,1.0,1.0,1.0,1.0
316,100082_1-041,1.0,1.0,1.0,1.0,1.0
317,100082_1-043,1.0,1.0,1.0,1.0,1.0
318,100082_1-055,0.9951896667480469,0.9504888295575014,0.9056490834268612,0.9517968074231344,0.9491844416562107
319,100082_1-061,0.9968681335449219,0.9709329084793769,0.9435078786210693,0.9742095914742451,0.9676781933662668
320,100082_1-062,0.9965248107910156,0.9675673751290541,0.9371724137931035,0.995312385556288,0.9413272374619008
321,100082_1-064,0.9921302795410156,0.9312081096402014,0.8712716835142893,0.9095824376262133,0.9538871430523296
322,100082_1-067,0.9938430786132812,0.9499037804953753,0.9045873729013951,0.9332194913703726,0.9671954996523607
323,100082_1-071,0.9945297241210938,0.9573188880290493,0.9181319936058461,0.9635132706248877,0.9512036434612883
324,100082_1-074,0.9914321899414062,0.942994923857868,0.8921385006963454,0.9045624969567123,0.9848380427291523
325,100082_1-077,0.9953498840332031,0.9706441902468392,0.9429627550065506,0.9813020402200906,0.9602153611587574
326,100082_1-087,0.9924049377441406,0.9580639046275038,0.9195035174254064,0.994142588626131,0.9245121951219513
327,100082_1-091,0.9908027648925781,0.9520742640189237,0.908532190143784,0.9845015416238437,0.9217150334847202
328,100082_1-095,0.9888076782226562,0.9362728062554301,0.88018132070078,1.0,0.88018132070078
329,100082_1-105,0.9896469116210938,0.920971405276338,0.8535189982728842,0.8906786820613911,0.953397238801471
330,100082_1-113,0.998382568359375,0.0,0.0,1.0,0.0
331,100082_1-119,0.9997215270996094,0.0,0.0,1.0,0.0
332,100082_1-123,0.9999465942382812,0.0,0.0,1.0,0.0
333,100082_1-124,1.0,1.0,1.0,1.0,1.0
334,100089_1-002,1.0,1.0,1.0,1.0,1.0
335,100089_1-005,1.0,1.0,1.0,1.0,1.0
336,100089_1-016,1.0,1.0,1.0,1.0,1.0
337,100089_1-024,1.0,1.0,1.0,1.0,1.0
338,100089_1-026,1.0,1.0,1.0,1.0,1.0
339,100089_1-031,1.0,1.0,1.0,1.0,1.0
340,100089_1-039,1.0,1.0,1.0,1.0,1.0
341,100089_1-045,1.0,1.0,1.0,1.0,1.0
342,100089_1-049,1.0,1.0,1.0,1.0,1.0
343,100089_1-054,0.9970474243164062,0.9686893203883495,0.9392798305483643,0.948807353990015,0.9894223617882819
344,100089_1-064,0.9948005676269531,0.9590013535870056,0.9212320850670366,0.9802004550205989,0.9386997997880109
345,100089_1-068,0.9903488159179688,0.9336410848240047,0.8755411255411255,0.8804353203067029,0.9936910278599743
346,100089_1-084,0.9800071716308594,0.9002075439364802,0.8185249307479224,0.8814273462843506,0.9198054474708172
347,100089_1-090,0.9911537170410156,0.9577987661735,0.919015191199581,0.9800752299728129,0.9365124555160143
348,100089_1-095,0.993896484375,0.971801198449066,0.9451491258141926,0.9823623730625334,0.9614646904969486
349,100089_1-097,0.9935760498046875,0.9702147228412749,0.9421524509635533,0.9894657094411775,0.9516985322183282
350,100089_1-105,0.9861526489257812,0.9296784192173576,0.8685972850678733,0.8931695514610087,0.9692991314885882
351,100089_1-111,0.9687576293945312,0.8257595098289507,0.703228611805631,0.7744522925894888,0.8843472317156528
352,100089_1-112,0.9783706665039062,0.8636232441793342,0.7599796808195403,0.8471992827143598,0.8806965906303654
353,100089_1-122,1.0,1.0,1.0,1.0,1.0
354,100089_1-123,1.0,1.0,1.0,1.0,1.0
355,100089_1-124,1.0,1.0,1.0,1.0,1.0
356,100089_1-129,1.0,1.0,1.0,1.0,1.0
357,100089_1-133,1.0,1.0,1.0,1.0,1.0
358,100089_1-142,1.0,1.0,1.0,1.0,1.0
359,100089_1-143,1.0,1.0,1.0,1.0,1.0
360,100089_1-147,1.0,1.0,1.0,1.0,1.0
361,100089_1-151,1.0,1.0,1.0,1.0,1.0
362,100089_1-165,1.0,1.0,1.0,1.0,1.0
363,100089_1-173,1.0,1.0,1.0,1.0,1.0
364,100091_1-003,1.0,1.0,1.0,1.0,1.0
365,100091_1-004,1.0,1.0,1.0,1.0,1.0
366,100091_1-014,1.0,1.0,1.0,1.0,1.0
367,100091_1-018,1.0,1.0,1.0,1.0,1.0
368,100091_1-022,1.0,1.0,1.0,1.0,1.0
369,100091_1-030,1.0,1.0,1.0,1.0,1.0
370,100091_1-039,1.0,1.0,1.0,1.0,1.0
371,100091_1-041,1.0,1.0,1.0,1.0,1.0
372,100091_1-046,0.9794425964355469,0.7171870900026239,0.5590738013418426,0.6749975303763707,0.7650022391401702
373,100091_1-064,0.9906082153320312,0.9455189201150697,0.8966675060857886,0.9418507252127144,0.9492157995290355
374,100091_1-071,0.9868621826171875,0.9341163867314535,0.8763774722710793,0.9831675592960979,0.8897270507634562
375,100091_1-073,0.9811058044433594,0.9154359666046338,0.8440589383540079,0.8958730158730158,0.9358723731061929
376,100091_1-074,0.9889755249023438,0.9491787711462034,0.9032733114666309,0.957802463001739,0.9407089825368609
377,100091_1-083,0.98773193359375,0.9456793459901358,0.8969561038128805,0.9925190569048041,0.903061389077067
378,100091_1-086,0.9842643737792969,0.9325484424822174,0.8736213235294118,0.956911305748515,0.9093953310371221
379,100091_1-087,0.9842033386230469,0.9334747056083024,0.8752485388925709,0.9375867299189983,0.9293985924504159
380,100091_1-099,0.9420051574707031,0.0,0.0,1.0,0.0
381,100091_1-101,0.9943275451660156,0.0,0.0,1.0,0.0
382,100091_1-102,0.9999809265136719,0.0,0.0,1.0,0.0
383,100091_1-106,1.0,1.0,1.0,1.0,1.0
384,100091_1-107,1.0,1.0,1.0,1.0,1.0
385,100091_1-109,1.0,1.0,1.0,1.0,1.0
386,100091_1-111,1.0,1.0,1.0,1.0,1.0
387,100091_1-121,1.0,1.0,1.0,1.0,1.0
388,100091_1-124,1.0,1.0,1.0,1.0,1.0
389,100091_1-131,1.0,1.0,1.0,1.0,1.0
390,100092_1-007,1.0,1.0,1.0,1.0,1.0
391,100092_1-014,1.0,1.0,1.0,1.0,1.0
392,100092_1-015,1.0,1.0,1.0,1.0,1.0
393,100092_1-016,1.0,1.0,1.0,1.0,1.0
394,100092_1-028,0.9948387145996094,0.0,0.0,1.0,0.0
395,100092_1-039,0.993316650390625,0.9635364635364636,0.9296385542168675,0.9465548967491311,0.9811384732759717
396,100092_1-044,0.98858642578125,0.9469334184668866,0.8992151446761208,0.98458304134548,0.9120571252861389
397,100092_1-047,0.9906501770019531,0.9572333408944181,0.9179746327097487,0.9656070686802549,0.9490035981179076
398,100092_1-048,0.9904594421386719,0.9553687742027589,0.9145512316785678,0.9832861918230907,0.9289928506975775
399,100092_1-058,0.9930839538574219,0.9677476740255815,0.9375107710336745,0.9997427132723197,0.9377370199269117
400,100092_1-060,0.9925384521484375,0.9629362943873876,0.9285218344600767,0.998742187807083,0.9296088976694837
401,100092_1-070,0.9920082092285156,0.9426483068247147,0.8915182270091135,0.951899154088572,0.9335755341069298
402,100092_1-071,0.9957542419433594,0.9693986967639053,0.9406146622558959,0.9726344827586207,0.9661843691768058
403,100092_1-073,0.9944534301757812,0.9579574369650705,0.9193073977468228,0.9787296898079764,0.9380485871227137
404,100092_1-081,0.9937400817871094,0.9326327024918921,0.8737692307692307,0.9454015813566375,0.9202041477640959
405,100092_1-082,0.99658203125,0.9619888002715086,0.9267614843877718,0.9880610021786492,0.9372571711994709
406,100092_1-083,0.9965896606445312,0.9609709246485637,0.9248739495798319,0.9752769162605228,0.9470785646674125
407,100092_1-091,1.0,1.0,1.0,1.0,1.0
408,100092_1-092,1.0,1.0,1.0,1.0,1.0
409,100092_1-093,1.0,1.0,1.0,1.0,1.0
410,100092_1-099,1.0,1.0,1.0,1.0,1.0
411,100092_1-101,1.0,1.0,1.0,1.0,1.0
412,100092_1-105,1.0,1.0,1.0,1.0,1.0
413,100092_1-107,1.0,1.0,1.0,1.0,1.0
414,100092_1-113,1.0,1.0,1.0,1.0,1.0
415,100092_1-116,1.0,1.0,1.0,1.0,1.0
416,100092_1-117,1.0,1.0,1.0,1.0,1.0
417,100092_1-125,1.0,1.0,1.0,1.0,1.0
418,100092_1-127,1.0,1.0,1.0,1.0,1.0
419,100092_1-132,1.0,1.0,1.0,1.0,1.0
420,100092_1-133,1.0,1.0,1.0,1.0,1.0
421,100093_1-002,1.0,1.0,1.0,1.0,1.0
422,100093_1-006,1.0,1.0,1.0,1.0,1.0
423,100093_1-007,1.0,1.0,1.0,1.0,1.0
424,100093_1-027,1.0,1.0,1.0,1.0,1.0
425,100093_1-040,1.0,1.0,1.0,1.0,1.0
426,100093_1-046,1.0,1.0,1.0,1.0,1.0
427,100093_1-051,1.0,1.0,1.0,1.0,1.0
428,100093_1-054,1.0,1.0,1.0,1.0,1.0
429,100093_1-056,1.0,1.0,1.0,1.0,1.0
430,100093_1-061,0.9942665100097656,0.9397377811635459,0.8863258206020269,1.0,0.8863258206020269
431,100093_1-062,0.9958648681640625,0.9617258668173152,0.9262735496157247,0.9289270854648387,0.9969255544982065
432,100093_1-064,0.99688720703125,0.9716351501668521,0.944835045970795,0.9760458132551156,0.9672641705308326
433,100093_1-071,0.9912872314453125,0.9364849833147941,0.8805564271519716,0.9417752670731026,0.9312538023339417
434,100093_1-073,0.9896621704101562,0.9225714285714286,0.8562715460090162,1.0,0.8562715460090162
435,100093_1-086,0.9882659912109375,0.9391998734977862,0.8853693075948423,0.9927708829551628,0.8911143618018829
436,100093_1-089,0.9836997985839844,0.9243006714262937,0.8592555994729908,0.9588341235711397,0.8921682626538988
437,100093_1-098,0.9938125610351562,0.9752992416166661,0.9517893235049341,0.9709815337032657,0.9796555205433353
438,100093_1-099,0.9938087463378906,0.975197518223635,0.9515955860423502,0.9776926612532557,0.9727150783488812
439,100093_1-101,0.9890937805175781,0.9555372389231894,0.9148600357355569,0.996432162433914,0.917866746340006
440,100093_1-104,0.9859771728515625,0.9419933093479771,0.8903472139362845,0.9661735668274366,0.9189938113858185
441,100093_1-106,0.9909782409667969,0.9619487394011552,0.9266871260733439,0.9839054734555508,0.9409505823103557
442,100093_1-107,0.990753173828125,0.9608514486902032,0.9246526374685275,0.9648405825305699,0.9568951651815871
443,100093_1-110,0.987640380859375,0.9413977716683548,0.8892837616183707,0.9515521591283045,0.9314578188195712
444,100093_1-112,0.9878768920898438,0.941328508658568,0.88916015625,0.9747275855476965,0.9101424440398415
445,100093_1-114,0.96710205078125,0.8169157608695652,0.6904966982486362,0.7430579693353416,0.9070765169016076
446,100093_1-124,0.9999809265136719,0.0,0.0,1.0,0.0
447,100093_1-137,1.0,1.0,1.0,1.0,1.0
448,100093_1-139,1.0,1.0,1.0,1.0,1.0
449,100093_1-142,1.0,1.0,1.0,1.0,1.0
450,100093_1-143,1.0,1.0,1.0,1.0,1.0
451,100093_1-155,1.0,1.0,1.0,1.0,1.0
452,100093_1-158,1.0,1.0,1.0,1.0,1.0
453,100093_1-162,1.0,1.0,1.0,1.0,1.0
454,100093_1-165,1.0,1.0,1.0,1.0,1.0
455,100094_1-009,1.0,1.0,1.0,1.0,1.0
456,100094_1-011,1.0,1.0,1.0,1.0,1.0
457,100094_1-017,1.0,1.0,1.0,1.0,1.0
458,100094_1-023,1.0,1.0,1.0,1.0,1.0
459,100094_1-027,1.0,1.0,1.0,1.0,1.0
460,100094_1-037,1.0,1.0,1.0,1.0,1.0
461,100094_1-042,1.0,1.0,1.0,1.0,1.0
462,100094_1-063,0.998138427734375,0.9802971576227391,0.9613557174532784,0.9781645314640238,0.9824391033422352
463,100094_1-069,0.9972076416015625,0.9758702531645569,0.9528775589030514,0.992689960431896,0.9596110210696921
464,100094_1-074,0.9909934997558594,0.9375446393143401,0.8824320286824021,0.9046403593853694,0.9729329087515098
465,100094_1-090,0.9943695068359375,0.9702179176755448,0.9421584763696215,0.9749787095989294,0.9655033934380145
466,100094_1-096,0.9861984252929688,0.9245432551931259,0.8596749796377458,0.956006038386888,0.8950854096838025
467,100094_1-100,0.9946861267089844,0.9719926815047147,0.9455114414238216,0.9649886223002915,0.979099157485418
468,100094_1-106,0.9911003112792969,0.9480736272785952,0.9012737505818628,0.9257987394044773,0.9714468162744024
469,100094_1-120,1.0,1.0,1.0,1.0,1.0
470,100094_1-125,1.0,1.0,1.0,1.0,1.0
471,100094_1-129,1.0,1.0,1.0,1.0,1.0
472,100094_1-132,1.0,1.0,1.0,1.0,1.0
473,100094_1-133,1.0,1.0,1.0,1.0,1.0
474,100094_1-134,1.0,1.0,1.0,1.0,1.0
475,100094_1-136,1.0,1.0,1.0,1.0,1.0
476,100094_1-138,1.0,1.0,1.0,1.0,1.0
477,100094_1-140,1.0,1.0,1.0,1.0,1.0
478,100094_1-141,1.0,1.0,1.0,1.0,1.0
479,100094_1-146,1.0,1.0,1.0,1.0,1.0
480,100094_1-154,1.0,1.0,1.0,1.0,1.0
481,100094_1-156,1.0,1.0,1.0,1.0,1.0
482,100094_1-158,1.0,1.0,1.0,1.0,1.0
483,100094_1-161,1.0,1.0,1.0,1.0,1.0
484,100095_1-019,1.0,1.0,1.0,1.0,1.0
485,100095_1-023,1.0,1.0,1.0,1.0,1.0
486,100095_1-032,1.0,1.0,1.0,1.0,1.0
487,100095_1-037,1.0,1.0,1.0,1.0,1.0
488,100095_1-038,1.0,1.0,1.0,1.0,1.0
489,100095_1-052,0.9966354370117188,0.9696928046182393,0.9411686232657417,0.9647863247863248,0.9746494439455688
490,100095_1-061,0.9915733337402344,0.9399940238502703,0.8867818153861924,0.9018504039614282,0.9815066938960745
491,100095_1-067,0.9830284118652344,0.8925855283806947,0.8060085462631901,0.9010480136485498,0.8842805204745503
492,100095_1-081,0.9749908447265625,0.8915682577486687,0.8043510698618281,0.8669068219098774,0.9176738960198836
493,100095_1-086,0.9751663208007812,0.8886189433342458,0.7995627944210105,0.9882787228374624,0.8072176805197228
494,100095_1-087,0.9803848266601562,0.9153217838087083,0.8438648164455106,0.967417412190622,0.8685501765790543
495,100095_1-090,0.9807968139648438,0.915973960941412,0.8449741315594974,0.9783562132287396,0.8610701396516555
496,100095_1-103,0.9793128967285156,0.8660623873150733,0.7637654643666144,0.8358998808104887,0.8984831403095214
497,100095_1-109,0.9900856018066406,0.8882583086117201,0.7989790393688607,0.801085692128732,0.9967194133539174
498,100095_1-115,1.0,1.0,1.0,1.0,1.0
499,100095_1-118,1.0,1.0,1.0,1.0,1.0
500,100095_1-121,1.0,1.0,1.0,1.0,1.0
501,100095_1-126,1.0,1.0,1.0,1.0,1.0
502,100095_1-131,1.0,1.0,1.0,1.0,1.0
503,100095_1-139,1.0,1.0,1.0,1.0,1.0
504,100095_1-142,1.0,1.0,1.0,1.0,1.0
505,100095_1-144,1.0,1.0,1.0,1.0,1.0
